appraisal,original_score,perturbed_score,absolute_score_change,centred_bound,sign_certified,euclidean_outcome_margin
1,0.5,0.5001720000000001,0.000172000000000061,0.0027976747067637035,True,0.35355339059327373
2,0.04999999999999982,0.05277599999999982,0.0027760000000000007,0.0027976747067637035,True,0.03535533905932725
