payoff_values,games,I_M_equilibrium_pairs,shared_row_pairs,shared_column_pairs,shared_column_dominance_failures,diagonal_pairs,strict_diagonal_welfare_dominated_pairs
[-2;-1;0;1;2],390625,14148,0,5400,0,8748,1372
